split,analysis,anchor,anchor_label,feature_mode,layer,n,n_harmful,n_nonharmful,ba,auroc,support_status
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,10,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,11,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,12,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,13,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,14,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,15,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,16,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,17,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,18,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,19,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,20,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,21,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,22,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,23,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,24,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,25,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,26,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,27,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,28,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,29,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,30,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,31,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,32,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,33,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,34,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,within_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,35,0,0,0,nan,nan,"unsupported:class_counts=0:1,1:35; need at least 4 examples per class for leave-one-family-out training with min_train_class_count=3"
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,0,36,36,0,0.1388888888888889,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,1,36,36,0,0.16666666666666666,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,2,36,36,0,0.05555555555555555,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,3,36,36,0,0.4166666666666667,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,4,36,36,0,0.25,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,5,36,36,0,0.75,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,6,36,36,0,0.5,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,7,36,36,0,0.3333333333333333,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,8,36,36,0,0.3055555555555556,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,9,36,36,0,0.1388888888888889,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,10,36,36,0,0.25,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,11,36,36,0,0.2777777777777778,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,12,36,36,0,0.1388888888888889,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,13,36,36,0,0.19444444444444445,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,14,36,36,0,0.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,15,36,36,0,0.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,16,36,36,0,0.05555555555555555,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,17,36,36,0,0.19444444444444445,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,18,36,36,0,0.3055555555555556,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,19,36,36,0,0.8611111111111112,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,20,36,36,0,0.8611111111111112,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,21,36,36,0,0.9166666666666666,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,22,36,36,0,0.75,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,23,36,36,0,0.6388888888888888,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,24,36,36,0,0.4166666666666667,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,25,36,36,0,0.6944444444444444,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,26,36,36,0,0.9722222222222222,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,27,36,36,0,1.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,28,36,36,0,1.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,29,36,36,0,1.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,30,36,36,0,1.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,31,36,36,0,1.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,32,36,36,0,1.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,33,36,36,0,1.0,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,34,36,36,0,0.9722222222222222,nan,supported
ALL,cross_evidence_false_belief_pressure_to_evidence_emotional_pressure,end_of_user_message,S3,corrected_delta,35,36,36,0,0.9444444444444444,nan,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,0,36,35,1,0.5714285714285714,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,1,36,35,1,0.5714285714285714,0.9428571428571428,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,2,36,35,1,0.5714285714285714,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,3,36,35,1,0.6142857142857143,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,4,36,35,1,0.5571428571428572,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,5,36,35,1,0.5571428571428572,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,6,36,35,1,0.5571428571428572,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,7,36,35,1,0.5857142857142857,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,8,36,35,1,0.7285714285714285,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,9,36,35,1,0.6142857142857143,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,10,36,35,1,0.6714285714285715,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,11,36,35,1,0.7571428571428571,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,12,36,35,1,0.6857142857142857,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,13,36,35,1,0.7,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,14,36,35,1,0.7,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,15,36,35,1,0.6571428571428571,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,16,36,35,1,0.6857142857142857,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,17,36,35,1,0.7142857142857143,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,18,36,35,1,0.7,1.0,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,19,36,35,1,0.7857142857142857,0.9142857142857143,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,20,36,35,1,0.7857142857142857,0.9142857142857143,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,21,36,35,1,0.7857142857142857,0.8571428571428571,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,22,36,35,1,0.7285714285714285,0.7428571428571429,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,23,36,35,1,0.7571428571428571,0.6571428571428571,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,24,36,35,1,0.7428571428571429,0.6285714285714286,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,25,36,35,1,0.8,0.6,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,26,36,35,1,0.2857142857142857,0.4857142857142857,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,27,36,35,1,0.32857142857142857,0.4857142857142857,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,28,36,35,1,0.2571428571428571,0.45714285714285713,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,29,36,35,1,0.22857142857142856,0.42857142857142855,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,30,36,35,1,0.3,0.42857142857142855,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,31,36,35,1,0.2714285714285714,0.45714285714285713,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,32,36,35,1,0.2571428571428571,0.5142857142857142,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,33,36,35,1,0.2571428571428571,0.5142857142857142,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,34,36,35,1,0.2571428571428571,0.42857142857142855,supported
ALL,cross_evidence_false_belief_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,35,36,35,1,0.24285714285714285,0.4857142857142857,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,0,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,1,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,2,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,3,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,4,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,5,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,6,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,7,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,8,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,9,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,10,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,11,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,12,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,13,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,14,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,15,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,16,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,17,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,18,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,19,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,20,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,21,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,22,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,23,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,24,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,25,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,26,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,27,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,28,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,29,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,30,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,31,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,32,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,33,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,34,0,0,0,nan,nan,supported
ALL,cross_evidence_emotional_pressure_to_closed_context_false_belief_pressure,end_of_user_message,S3,corrected_delta,35,0,0,0,nan,nan,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,0,108,87,21,0.5541871921182266,0.692391899288451,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,1,108,87,21,0.5541871921182266,0.7131910235358511,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,2,108,87,21,0.5656814449917897,0.7323481116584565,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,3,108,87,21,0.7134646962233169,0.8122605363984674,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,4,108,87,21,0.8210180623973727,0.8407224958949098,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,5,108,87,21,0.8727422003284072,0.8609742747673783,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,6,108,87,21,0.8669950738916257,0.8576902025177887,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,7,108,87,21,0.8784893267651888,0.8587848932676518,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,8,108,87,21,0.8727422003284072,0.8642583470169677,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,9,108,87,21,0.861247947454844,0.8779419813902571,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,10,108,87,21,0.8555008210180624,0.8839627805145046,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,11,108,87,21,0.7980295566502462,0.8905309250136837,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,12,108,87,21,0.8267651888341543,0.8976464148877942,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,13,108,87,21,0.7692939244663382,0.8916256157635468,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,14,108,87,21,0.7528735632183908,0.9020251778872469,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,15,108,87,21,0.7528735632183908,0.9091406677613574,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,16,108,87,21,0.7068965517241379,0.905856595511768,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,17,108,87,21,0.7126436781609196,0.9162561576354679,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,18,108,87,21,0.7068965517241379,0.8916256157635468,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,19,108,87,21,0.7068965517241379,0.8916256157635468,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,20,108,87,21,0.7183908045977012,0.9250136836343733,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,21,108,87,21,0.764367816091954,0.9255610290093048,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,22,108,87,21,0.7471264367816092,0.916256157635468,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,23,108,87,21,0.7471264367816092,0.9151614668856048,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,24,108,87,21,0.7471264367816092,0.9146141215106732,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,25,108,87,21,0.7471264367816092,0.9168035030103996,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,26,108,87,21,0.7471264367816092,0.9288451012588943,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,27,108,87,21,0.7471264367816092,0.9189928845101258,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,28,108,87,21,0.7528735632183908,0.922824302134647,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,29,108,87,21,0.7586206896551724,0.9250136836343733,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,30,108,87,21,0.7586206896551724,0.9315818281335523,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,31,108,87,21,0.7528735632183908,0.9414340448823207,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,32,108,87,21,0.7528735632183908,0.9485495347564313,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,33,108,87,21,0.7586206896551724,0.9540229885057472,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,34,108,87,21,0.7586206896551724,0.9655172413793104,supported
ALL,overall_harmful_pooled,final_answer_position,S4,delta,35,108,87,21,0.7931034482758621,0.9841269841269842,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,0,36,16,20,0.525,0.36250000000000004,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,1,36,16,20,0.55625,0.35312499999999997,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,2,36,16,20,0.55625,0.3625,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,3,36,16,20,0.55625,0.38125000000000003,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,4,36,16,20,0.525,0.496875,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,5,36,16,20,0.525,0.49375,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,6,36,16,20,0.50625,0.50625,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,7,36,16,20,0.50625,0.5406249999999999,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,8,36,16,20,0.5625,0.578125,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,9,36,16,20,0.5875,0.6125,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,10,36,16,20,0.61875,0.621875,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,11,36,16,20,0.61875,0.6375000000000001,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,12,36,16,20,0.6125,0.6625000000000001,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,13,36,16,20,0.60625,0.703125,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,14,36,16,20,0.625,0.68125,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,15,36,16,20,0.6,0.6875,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,16,36,16,20,0.60625,0.6875,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,17,36,16,20,0.6375,0.6906249999999999,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,18,36,16,20,0.63125,0.671875,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,19,36,16,20,0.575,0.65,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,20,36,16,20,0.68125,0.7,supported
ALL,within_evidence_false_belief_pressure,final_answer_position,S4,delta,21,36,16,20,0.7,0.71875,supported
