analysis,anchor,pair,layer,n_examples,n_families,balanced_accuracy,auroc,average_precision,f1,precision,recall,confusion_matrix,baseline_balanced_accuracy
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,9,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,10,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,11,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,12,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,13,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,14,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,15,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,16,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,17,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,18,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,19,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,20,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,21,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,22,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,23,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,24,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,25,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,26,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,27,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,28,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,29,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,30,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,31,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,32,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,33,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,34,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,evidence_emotional_pressure_to_closed_context_false_belief_pressure,35,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,0,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,1,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,2,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,3,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,4,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,5,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,6,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,7,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,8,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,9,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,10,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,11,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,12,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,13,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,14,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,15,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,16,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,17,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,18,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,19,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,20,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,21,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,22,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,23,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,24,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,25,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,26,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,27,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,28,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,29,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,30,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,31,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,32,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,33,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,34,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_false_belief_pressure,35,72,36,0.500000,0.500000,0.597222,0.747826,0.597222,1.000000,tn=0 fp=29 fn=0 tp=43,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,0,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,1,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,2,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,3,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,4,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,5,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,6,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,7,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,8,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,9,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,10,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,11,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,12,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,13,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,14,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,15,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,16,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,17,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,18,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,19,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,20,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,21,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,22,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,23,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,24,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,25,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,26,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,27,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,28,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,29,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,30,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,31,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,32,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,33,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,34,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
cross_condition,end_of_question,closed_context_false_belief_pressure_to_evidence_emotional_pressure,35,72,36,0.500000,0.500000,0.791667,0.883721,0.791667,1.000000,tn=0 fp=15 fn=0 tp=57,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,0,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,1,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,2,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,3,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,4,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,5,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,6,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,7,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,8,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,9,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,10,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,11,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,12,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,13,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,14,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,15,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,16,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,17,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,18,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,19,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,20,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,21,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,22,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,23,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,24,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,25,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,26,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,27,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,28,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,29,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,30,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,31,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,32,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,33,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,34,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
overall_harmful,end_of_answer_choices,all_conditions_pooled,35,108,36,0.500000,0.500000,0.638889,0.779661,0.638889,1.000000,tn=0 fp=39 fn=0 tp=69,0.500000
within_condition,end_of_answer_choices,evidence_false_belief_pressure,0,36,36,0.500000,0.500000,0.333333,0.500000,0.333333,1.000000,tn=0 fp=24 fn=0 tp=12,0.500000
within_condition,end_of_answer_choices,evidence_false_belief_pressure,1,36,36,0.500000,0.500000,0.333333,0.500000,0.333333,1.000000,tn=0 fp=24 fn=0 tp=12,0.500000
within_condition,end_of_answer_choices,evidence_false_belief_pressure,2,36,36,0.500000,0.500000,0.333333,0.500000,0.333333,1.000000,tn=0 fp=24 fn=0 tp=12,0.500000
within_condition,end_of_answer_choices,evidence_false_belief_pressure,3,36,36,0.500000,0.500000,0.333333,0.500000,0.333333,1.000000,tn=0 fp=24 fn=0 tp=12,0.500000
within_condition,end_of_answer_choices,evidence_false_belief_pressure,4,36,36,0.500000,0.500000,0.333333,0.500000,0.333333,1.000000,tn=0 fp=24 fn=0 tp=12,0.500000
within_condition,end_of_answer_choices,evidence_false_belief_pressure,5,36,36,0.500000,0.500000,0.333333,0.500000,0.333333,1.000000,tn=0 fp=24 fn=0 tp=12,0.500000
within_condition,end_of_answer_choices,evidence_false_belief_pressure,6,36,36,0.500000,0.500000,0.333333,0.500000,0.333333,1.000000,tn=0 fp=24 fn=0 tp=12,0.500000
within_condition,end_of_answer_choices,evidence_false_belief_pressure,7,36,36,0.500000,0.500000,0.333333,0.500000,0.333333,1.000000,tn=0 fp=24 fn=0 tp=12,0.500000
